name	description
VFG2460	VFG2460 bsaR - surface presentation of antigens protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2461	VFG2461 bsaQ - Type III secretion system protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2462	VFG2462 bsaP - Type III secretion system protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2463	VFG2463 bsaO - Type III secretion system protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2464	VFG2464 bsaN - AraC family transcriptional regulator [Burkholderia pseudomallei K96243] (VF0428)
VFG2465	VFG2465 bsaM - type III secretion system protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2466	VFG2466 bsaL - Type III secretion system protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2467	VFG2467 bsaK - Type III secretion system protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2468	VFG2468 basJ - Type III secretion system protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2469	VFG2469 orgA - Type III secretion system protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2470	VFG2470 orgB - Type III secretion system protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2471	VFG2471 bprP - hypothetical protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2472	VFG2472 bprQ - hypothetical protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2473	VFG2473 bopC - hypothetical protein [Burkholderia pseudomallei K96243] (VF0428)
VFG2474	VFG2474 BPSS1496 - hypothetical protein [Burkholderia pseudomallei K96243] (VF0429)
VFG2475	VFG2475 BPSS1497 - hypothetical protein [Burkholderia pseudomallei K96243] (VF0429)
VFG2476	VFG2476 BPSS1498 - hypothetical protein [Burkholderia pseudomallei K96243] (VF0429)
VFG2477	VFG2477 BPSS1499 - hypothetical protein [Burkholderia pseudomallei K96243] (VF0429)
VFG2478	VFG2478 BPSS1500 - hypothetical protein [Burkholderia pseudomallei K96243] (VF0429)
VFG2479	VFG2479 BPSS1501 - hypothetical protein [Burkholderia pseudomallei K96243] (VF0429)
VFG2480	VFG2480 clpV - Clp-type ATPase chaperone protein [Burkholderia pseudomallei K96243] (VF0429)
VFG2481	VFG2481 BPSS1503 - hypothetical protein [Burkholderia pseudomallei K96243] (VF0429)
VFG1892	VFG1892 fliY - putative flagellar motor switch protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1893	VFG1893 fliM - flagellar motor switch protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1894	VFG1894 fliA - putative RNA polymerase sigma factor for flagellar operon [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1895	VFG1895 flhF - flagellar biosynthesis protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1896	VFG1896 fliI - flagellum-specific ATP synthase [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1897	VFG1897 fliF - flagellar M-ring protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1898	VFG1898 fliG - flagellar motor switch protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1899	VFG1899 fliH - putative flagellar assembly protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1900	VFG1900 flhB - flagellar biosynthetic protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1902	VFG1902 motA - putative flagellar motor proton channel [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1903	VFG1903 fliN - flagellar motor switch protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1904	VFG1904 Cj0371 - putative flagellar motility protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1905	VFG1905 fliE - putative flagellar hook-basal body complex protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1906	VFG1906 flgC - flagellar basal-body rod protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1907	VFG1907 flgB - putative flagellar basal-body rod protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1908	VFG1908 flaG - possible flagellar protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1909	VFG1909 fliD - putative flagellar hook-associated protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1910	VFG1910 fliS - flagellar protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1911	VFG1911 flgH - putative flagellar L-ring protein precursor [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1912	VFG1912 flgG2 - putative flagellar basal-body rod protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1913	VFG1913 flgG - flagellar basal-body rod protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1914	VFG1914 flaC - flagellin [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1915	VFG1915 fliP - flagellar biosynthesis protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1916	VFG1916 flhA - flagellar biosynthesis protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1890	VFG1890 flgD - putative flagellar hook assembly protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1891	VFG1891 flgE - flagellar hook protein flgE [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1917	VFG1917 flaD - putative flagellin [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1920	VFG1920 Cj1313 - possible flagellar protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1918	VFG1918 fliR - flagellar biosynthetic protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1919	VFG1919 Cj1312 - possible flagellar protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1922	VFG1922 ptmA - putative oxidoreductase (flagellin modification) [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1901	VFG1901 motB - putative flagellar motor protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1921	VFG1921 ptmB - acylneuraminate cytidylyltransferase (flagellin modification) [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1923	VFG1923 flaB - flagellin [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1924	VFG1924 flaA - flagellin [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1925	VFG1925 fliL - possible flagellar protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1926	VFG1926 flgI - flagellar P-ring protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1927	VFG1927 flgK - putative flagellar hook-associated protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1928	VFG1928 pflA - paralysed flagellum protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1929	VFG1929 fliQ - flagellar biosynthetic protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1930	VFG1930 flgE2 - flagellar hook subunit protein [Campylobacter jejuni NCTC 11168] (VF0114)
VFG1931	VFG1931 cadF - outer membrane fibronectin-binding protein [Campylobacter jejuni NCTC 11168] (VF0322)
VFG1932	VFG1932 cdtC - cytolethal distending toxin [Campylobacter jejuni NCTC 11168] (VF0115)
VFG1933	VFG1933 cdtB - cytolethal distending toxin [Campylobacter jejuni NCTC 11168] (VF0115)
VFG1934	VFG1934 cdtA - cytolethal distending toxin [Campylobacter jejuni NCTC 11168] (VF0115)
VFG1935	VFG1935 ciaB - CiaB protein [Campylobacter jejuni NCTC 11168] (VF0324)
VFG1936	VFG1936 Cj1135 - putative two-domain glycosyltransferase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1937	VFG1937 Cj1136 - putative galactosyltransferase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1938	VFG1938 Cj1137c - hypothetcal protein Cj1137c [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1939	VFG1939 Cj1138 - putative galactosyltransferase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1940	VFG1940 Cj1139c - putative galactosyltransferase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1941	VFG1941 Cj1140 - hypothetical protein Cj1140 [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1942	VFG1942 neuB1 - N-acetylneuraminic acid synthetase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1943	VFG1943 neuC1 - putative N-acetylglucosamine-6-phosphate 2-epimerase/N-acetylglucosamine-6-phosphatase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1944	VFG1944 neuA1 - acylneuraminate cytidylyltransferase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1945	VFG1945 Cj1144c - hypothetical protein Cj1144c [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1946	VFG1946 Cj1145c - hypothetical protein Cj1145c [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1947	VFG1947 waaV - putative glucosyltransferase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1948	VFG1948 waaF - ADP-heptose--LPS heptosyltransferase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG1949	VFG1949 Cj1421c - possible sugar transferase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1950	VFG1950 Cj1422c - possible sugar transferase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1951	VFG1951 Cj1423c - putative sugar-phosphate nucleotidyltransferase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1952	VFG1952 gmhA2 - putative phosphoheptose isomerase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1953	VFG1953 Cj1425c - putative sugar kinase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1954	VFG1954 Cj1426c - hypothetical protein Cj1426c [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1955	VFG1955 Cj1427c - putative sugar-nucleotide epimerase/dehydratease [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1956	VFG1956 fcl - putative fucose synthetase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1957	VFG1957 Cj1429c - hypothetical protein Cj1429c [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1958	VFG1958 Cj1430c - putative nucleotide-sugar epimerase/dehydratase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1959	VFG1959 Cj1431c - hypothetical protein Cj1431c [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1960	VFG1960 Cj1432c - putative sugar transferase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1961	VFG1961 Cj1433c - hypothetical protein Cj1433c [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1962	VFG1962 Cj1434c - putative sugar transferase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1963	VFG1963 Cj1435c - hypothetical protein Cj1435c [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1964	VFG1964 Cj1436c - putative aminotransferase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1965	VFG1965 Cj1437c - putative aminotransferase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1966	VFG1966 Cj1438c - putative sugar transferase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1967	VFG1967 glf - UDP-galactopyranose mutase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1968	VFG1968 Cj1440c - putative sugar transferase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1969	VFG1969 kfiD - putative UDP-glucose 6-dehydrogenase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1970	VFG1970 Cj1442c - hypothetical protein Cj1442c [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1971	VFG1971 kpsF - KpsF protein [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1972	VFG1972 kpsD - putative capsule polysaccharide export system periplasmic protein [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1973	VFG1973 kpsE - putative capsule polysaccharide export system inner membrane protein [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1974	VFG1974 kpsT - putative capsule polysaccharide export ATP-binding protein [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1975	VFG1975 kpsM - putative capsule polysaccharide export system inner membrane protein [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1976	VFG1976 virB8 - VirB8 [Campylobacter jejuni 81-176] (VF0325)
VFG1977	VFG1977 virB9 - VirB9 [Campylobacter jejuni 81-176] (VF0325)
VFG1978	VFG1978 virB10 - VirB10 [Campylobacter jejuni 81-176] (VF0325)
VFG1979	VFG1979 virB11 - VirB11 [Campylobacter jejuni 81-176] (VF0325)
VFG1980	VFG1980 virD4 - VirD4 [Campylobacter jejuni 81-176] (VF0325)
VFG1981	VFG1981 virB4 - VirB4 [Campylobacter jejuni 81-176] (VF0325)
VFG1982	VFG1982 Cjp54 - VirB7 [Campylobacter jejuni 81-176] (VF0325)
VFG1983	VFG1983 peb1A - probable ABC-type amino-acid transporter periplasmic solute-binding protein [Campylobacter jejuni NCTC 11168] (VF0327)
VFG1984	VFG1984 Cj0983 - putative lipoprotein [Campylobacter jejuni NCTC 11168] (VF0329)
VFG1985	VFG1985 porA - major outer membrane protein [Campylobacter jejuni NCTC 11168] (VF0328)
VFG1986	VFG1986 kpsS - possible polysaccharide modification protein [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1987	VFG1987 kpsC - possible polysaccharide modification protein [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1988	VFG1988 Cj1415c - possible adenylylsulfate kinase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG1989	VFG1989 Cj1416c - putative sugar nucleotidyltransferase [Campylobacter jejuni NCTC 11168] (VF0323)
VFG2025	VFG2025 htrB - putative lipid A biosynthesis lauroyl acyltransferase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG2026	VFG2026 gmhA - phosphoheptose isomerase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG2027	VFG2027 waaE - putative ADP-heptose synthase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG2028	VFG2028 waaD - ADP-L-glycero-D-manno-heptose-6-epimerase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG2024	VFG2024 waaC - putative lipopolysaccharide heptosyltransferase [Campylobacter jejuni NCTC 11168] (VF0326)
VFG2124	VFG2124 sycE - Secretion Chaperone [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2125	VFG2125 lcrE - Low Calcium Response E [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2126	VFG2126 lcrD - Low Calcium Response D [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2127	VFG2127 yscU - type III secretion protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2128	VFG2128 yscJ - Yop proteins translocation lipoprotein J [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2129	VFG2129 CT560 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2130	VFG2130 yscL - type III secretion translocase [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2131	VFG2131 yscR - type III secretion protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2132	VFG2132 yscS - Yop proteins translocation protein S [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2133	VFG2133 yscT - Yop proteins translocation protein T [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2134	VFG2134 lcrH_1 - Low Calcium Response Protein H [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2135	VFG2135 CT577 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2136	VFG2136 CT578 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2137	VFG2137 CT579 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2138	VFG2138 CT663 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2139	VFG2139 CT664 - (FHA domain; homology to adenylate cyclase) [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2140	VFG2140 CT665 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2141	VFG2141 CT666 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2142	VFG2142 CT667 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2143	VFG2143 CT668 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2144	VFG2144 yscN - type III secretion system ATPase [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2145	VFG2145 CT670 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2146	VFG2146 CT671 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2147	VFG2147 fliN - flagellar motor switch protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2148	VFG2148 pkn5 - S/T Protein Kinase [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2149	VFG2149 yscC - probable Yop proteins translocation protein C/general secretion pathway protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2150	VFG2150 CT860 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2151	VFG2151 CT861 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2152	VFG2152 lcrH_2 - Low Calcium Response Protein H [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2153	VFG2153 CT863 - hypothetical protein [Chlamydia trachomatis D/UW-3/CX] (VF0344)
VFG2154	VFG2154 CT456 - type III translocated protein [Chlamydia trachomatis D/UW-3/CX] (VF0345)
VFG2274	VFG2274 plc - phospholipase C [Clostridium perfringens 13] (VF0378)
VFG2275	VFG2275 pfoA - perfringolysin O [Clostridium perfringens 13] (VF0382)
VFG2276	VFG2276 colA - collagenase [Clostridium perfringens 13] (VF0388)
VFG2277	VFG2277 nagH - hyaluronidase [Clostridium perfringens 13] (VF0389)
VFG2278	VFG2278 nagI - hyaluronidase [Clostridium perfringens 13] (VF0389)
VFG2279	VFG2279 nagJ - hyaluronidase [Clostridium perfringens 13] (VF0389)
VFG2280	VFG2280 nagK - hyaluronidase [Clostridium perfringens 13] (VF0389)
VFG2281	VFG2281 nagL - hyaluronidase [Clostridium perfringens 13] (VF0389)
VFG2282	VFG2282 cloSI - alpha-clostripain [Clostridium perfringens 13] (VF0390)
VFG2283	VFG2283 nanI - exo-alpha-sialidase [Clostridium perfringens 13] (VF0391)
VFG2284	VFG2284 nanJ - exo-alpha-sialidase [Clostridium perfringens 13] (VF0391)
VFG2285	VFG2285 nanH - sialidase [Clostridium perfringens ATCC 13124] (VF0391)
VFG2286	VFG2286 cpe - enterotoxin Cpe [Clostridium perfringens SM101] (VF0383)
VFG2287	VFG2287 tcdA - toxin A [Clostridium difficile 630] (VF0376)
VFG2288	VFG2288 tcdB - toxin B [Clostridium difficile 630] (VF0377)
VFG2289	VFG2289 tetX - tetanus toxin tetX [Clostridium tetani E88] (VF0374)
VFG2290	VFG2290 cpb - beta toxin [Clostridium perfringens] (VF0379)
VFG2291	VFG2291 ext - epsilon-toxin [Clostridium perfringens] (VF0380)
VFG2292	VFG2292 iap - iota toxin component Ia [Clostridium perfringens] (VF0381)
VFG2293	VFG2293 ibp - iota toxin component Ib [Clostridium perfringens] (VF0381)
VFG2294	VFG2294 C2I - C2 toxin (component-I) [Clostridium botulinum] (VF0384)
VFG2295	VFG2295 C2II - C2 toxin (component-II) [Clostridium botulinum] (VF0384)
VFG2296	VFG2296 C3 - exoenzyme C3 [Clostridium botulinum] (VF0387)
VFG2297	VFG2297 bont/a - neurotoxin A [Clostridium botulinum Hall 183] (VF0375)
VFG2298	VFG2298 cdtA - CdtA [Clostridium difficile] (VF0385)
VFG2299	VFG2299 cdtB - CdtB [Clostridium difficile] (VF0385)
VFG2300	VFG2300 tcnA - alpha-toxin [Clostridium novyi ATCC19402] (VF0386)
VFG2198	VFG2198 tox - Diphtheria toxin precursor [Corynebacterium diphtheriae NCTC 13129] (VF0363)
VFG2199	VFG2199 spaC - Putative surface-anchored membrane protein [Corynebacterium diphtheriae NCTC 13129] (VF0364)
VFG2200	VFG2200 spaB - Putative surface anchored protein [Corynebacterium diphtheriae NCTC 13129] (VF0364)
VFG2201	VFG2201 spaA - Putative surface-anchored fimbrial subunit [Corynebacterium diphtheriae NCTC 13129] (VF0364)
VFG2202	VFG2202 spaD - Putative fimbrial subunit [Corynebacterium diphtheriae NCTC 13129] (VF0364)
VFG2203	VFG2203 spaE - Putative surface anchored protein [Corynebacterium diphtheriae NCTC 13129] (VF0364)
VFG2204	VFG2204 spaF - Putative surface-anchored fimbrial subunit [Corynebacterium diphtheriae NCTC 13129] (VF0364)
VFG2205	VFG2205 spaI - potential surface-anchored protein [Corynebacterium diphtheriae NCTC 13129] (VF0364)
VFG2206	VFG2206 spaH - probable surface-anchored fimbrial subunit [Corynebacterium diphtheriae NCTC 13129] (VF0364)
VFG2207	VFG2207 spaG - probable surface-anchored fimbrial subunit [Corynebacterium diphtheriae NCTC 13129] (VF0364)
VFG2164	VFG2164 prgB/asc10 - aggregation substance PrgB/Asc10 [Enterococcus faecalis V583] (VF0352)
VFG2165	VFG2165 efaA - endocarditis specific antigen [Enterococcus faecalis V583] (VF0354)
VFG2166	VFG2166 ace - collagen adhesin protein [Enterococcus faecalis V583] (VF0355)
VFG2167	VFG2167 cylL-l - cylL-L protein [Enterococcus faecalis V583] (VF0356)
